"","full_name","fye","vd","pmd","cmd","gasb_retirees","gasb_inactive_vest","gasb_inactive_nonvest","gasb_active","gasb_tot_members","seir_arr","seir_muni_pmd","seir_muni_cmd","seir_deplete","seir_pmd","seir_cmd","tpl","fnp","npl","funded_ratio_gasb68","gasb_payroll","pe_total","gasb_outflow","gasb_inflow","adec_pct_25","adec_paid_pct","adec_amt_from_gasb","adec_paid_amt_from_gasb","adec_missed_from_gasb","adec_pct_30","pe_service_cost","pe_interest_tpl","pe_current_changes","pe_expensed_difference_experience","pe_expensed_current_assumption","pe_employee_contribution","pe_projected_earnings","pe_expensed_difference_earnings","pe_admin_ex","pe_outflow","pe_inflow","pe_other","pe_total_calc","sensitivity_rate_100bp_down","sensitivity_rate_actual","sensitivity_rate_100bp_up","sensitivity_dollar_100bp_down","sensitivity_dollar_actual","sensitivity_dollar_100bp_up","service_life","apx_a_start_balance_51","apx_a_service_cost","apx_a_interest","apx_a_benefit_changes","apx_a_experience_diff","apx_a_assumption_changes","apx_a_employer_contribution","apx_a_employee_contribution","apx_a_invest_income","apx_a_benefit_payment","apx_a_refunds","apx_a_benefits_refunds","apx_a_admin_ex","apx_a_other_changes","apx_a_desc","apx_a_start_balance_66","apx_a_current_balance","cont_rate_fy","actuarial_firm","nc_total","nc_er","nc_ee","amo_total_amt","amo_total","amo_er","amo_ee","tot_total_amt","ee_total_amt","statutory_amt_er","statutory_pct_er","hc_er","hc_ee","er_total","ee_total","multiplier_basis","multiplier_min","multiplier_max","multiplier_text","cola","cola_benefit_type","actual_cola","min_cola","cola_benefit_max_pct","drop_current","drop_new_hire","soc_sec","health_care_funded_by_plan","db_hybrid","option_supp_dc","option_primary_dc","assum_inflation","assum_interest","assum_payroll_growth","assum_salary_growth","assum_termination_rate","assum_retirement_rate","assum_mortality_table","assum_mortality_table_year","assum_mortality_projecton_scale","assum_mortality_table_set_back","assum_mortality_table_set_forward","amo_method","amo_years","cost_method_valuation","assum_discount_rate","assum_variable_dr","assum_return_rate","smoothing","actuarial_return_from_valuation","market_return_from_valuation","admin_expense_pct","opeb_val","ava_from_valuation","aal_from_valuation","ual_from_valuation","funded_ratio_old_from_valuation","payroll_from_valuation","investment_experience","age_of_retirement_experience","disability_claim_experience_active","disability_claim_experience_inactive","disability_claim_experience_retired","disability_claim_experience_total","mortality_rate_experience_active","mortality_rate_experience_inactive","mortality_rate_experience_retired","mortality_rate_experience_total","survivor_claim_experience_active","survivor_claim_experience_inactive","survivor_claim_experience_retired","survivor_claim_experience_total","withdrawal_experience","salary_experience","payroll_experience","new_entrant_experience","rehire_experiennce","other_actuarial_experience","interest_smoothing","non_investment_actuarial_experience","nc_prior_year","actuarial_experience","benefit_changes","cola_gain_loss","pbi_gain_loss","legislative_changes","changes_to_methods_assumptions","interest_on_debt","other_interest","contribution_deficiency","opeb_cafr","arc","arc_paid","arc_missed","cost_method_funding","arc_pct","adec_amt_from_acfr","adec_paid_amt_from_acfr","adec_missed_from_acfr","adec_pct","ava_from_acfr","aal_from_acfr","ual_from_acfr","funded_ratio_old_from_acfr","payroll_from_acfr","adec_pct_reason","arcpct_payroll","mva","funded_ratio_mva","actuarial_return_from_acfr","market_return_from_acfr","gain_loss_tot","outflows_benefits","outflows_refunds","outflows_admin","outflows_other","outflows_total","plan_id"
"298","Dallas Police and Fire Pension System",2020,"43831","43465","43830","5110","241","442","5106","10899","6.5000000000000002E-2",NA,NA,NA,"7.2499999999999995E-2","7.0000000000000007E-2","4731959822","2057857317","2674102505","0.43490000000000001","396954743","-82120132","248683813","1703102013",0.467128818259264,"0.40798101762447","185429000","161950000","23479000","0.873380107750136","56244000","324046000","0",NA,NA,"-57305000",NA,NA,"6534000",NA,NA,NA,NA,"5.5E-2","6.5000000000000002E-2","7.4999999999999997E-2","3787843000","3178672000","2672602000",NA,"4731960000","56244000","324046000","0","70548000","257525000","161950000","57305000","-8927000","-317951000",NA,"-317951000","-6534000",NA,NA,"2057857000","3178672000","2020","Segal Consulting","0.17399999999999999","3.9E-2","0.13500000000000001","163765670",NA,"0.41260000000000002",NA,"219255582","57305399","161950183","0.34499999999999997",NA,NA,"0.46710000000000002","0.13500000000000001","Range",NA,NA,"A: (1) Prior 9/1/17: greater of 3% of AC (Max: 96%) and $2200 p.m; (2) Post 9/1/17: greater of 2.5% of AC (max: 90%) and $2200 p.m. B: (1) 2.5% AC per year of service, max 90%. Min: $110, not greater than $2200","Yes","Percentage",NA,NA,"0.04","Yes","Yes",NA,"No","No","Yes","No","2.5000000000000001E-2","7.0000000000000007E-2","2.5000000000000001E-2","2.50% - 3.25%","Pg No 53","Pg No 54-55","Pre-retirement, Healthy annuitants and dependent spouses, Healthy Contingent Beneficiaries: Pub-2010","2010","Pre-retirement and Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: Scale MP-2019","Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: 1 year for females","Pre-retirement: 5 years for males","Level percent","30 years","EAN","7.0000000000000007E-2",NA,"7.0000000000000007E-2",NA,"3.4599999999999999E-2","-4.4999999999999997E-3","3.3618089244468324E-3",NA,"2160125611","4723972480","2563846869","0.45729999999999998","396954743","46268886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13622673",NA,NA,"60600247","59891559",NA,NA,NA,NA,"152342541","166079060",NA,NA,"No","NA","NA","NA","EAN","NA","185429000","161950000","23479000","0.87338010775013619","2160126000","4723972000","2563846000","0.45700000000000002","396955000","0.46712851582673098","NA","1943700593",0.411454723482696,"3.5000000000000003E-2","-4.0000000000000001E-3",NA,"315674779","2275841","6534350",NA,"324484970","1891"
"299","Dallas Police and Fire Pension System",2021,"44197","43830","44196","5196","233","462","5088","10979","6.5000000000000002E-2",NA,NA,NA,"7.0000000000000007E-2","6.5000000000000002E-2","5122372000","1943700000","3178672000","0.38","427441000",NA,NA,NA,0.517699518763993,"0.387283859058911","221286000","165541000","55744000","0.748086187106279","69963000","326951000","0",NA,NA,"-58560000",NA,NA,"6391000",NA,NA,NA,NA,"5.5E-2","6.5000000000000002E-2","7.4999999999999997E-2","3619927000","3005891000","2495745000",NA,"5122372000","69963000","326951000","0","-26683000","-4238000","165541000","58560000","321064000","-324633000",NA,"-324633000","-6391000","0",NA,"1943700000","3005891000","2021","Segal Consulting","0.19219999999999998","5.7200000000000001E-2","0.13500000000000001","189981813",NA,"0.44450000000000001",NA,"224101245","58559980","165541265","0.34499999999999997",NA,NA,"0.51770000000000005","0.13500000000000001","Range",NA,NA,"A: (1) Prior 9/1/17: greater of 3% of AC (Max: 96%) and $2200 p.m; (2) Post 9/1/17: greater of 2.5% of AC (max: 90%) and $2200 p.m. B: (1) 2.5% AC per year of service, max 90%. Min: $110, not greater than $2200","Yes","Percentage",NA,NA,"0.04","Yes","Yes",NA,"No","No","Yes","No","2.5000000000000001E-2","6.5000000000000002E-2","2.5000000000000001E-2","2.50% - 3.25%","Pg No 52","Pg No 53-54","Pre-retirement, Healthy annuitants and dependent spouses, Healthy Contingent Beneficiaries: Pub-2010","2010","Pre-retirement and Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: Scale MP-2019","Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: 1 year for females","Pre-retirement: 5 years for males","Level percent","25 years","EAN","6.5000000000000002E-2",NA,"6.5000000000000002E-2",NA,"4.6800000000000001E-2","0.1699","2.9616782182545352E-3",NA,"2127834406","5115966592","2988132186","0.41589999999999999","427440530","74587581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66430137",NA,NA,"69083972","424285317",NA,NA,NA,NA,"256721167","176718042",NA,"22306418","No","NA","NA","NA","EAN","NA","221286000","165541000","55745000","0.74808618710627872","2127834000","5115966000","2988132000","0.41599999999999998","427441000","0.51769951876399312","NA","2157840430",0.421785529849104,"4.7E-2","0.17",NA,"321348320","3285148","6390829",NA,"331024297","1891"
"300","Dallas Police and Fire Pension System",2022,"44562","44196","44561","5289","252","474","5085","11100","6.5000000000000002E-2",NA,NA,NA,"6.5000000000000002E-2","6.5000000000000002E-2","5254660000","1806567000","3448093000","0.41799999999999998","462820000",NA,NA,NA,0.493779439090791,"0.367121127004019","228531000","169911000","58619000","0.743492130170524","71625000","329455000","0",NA,NA,"-59706000",NA,NA,"6362000",NA,NA,NA,NA,"5.5E-2","6.5000000000000002E-2","7.4999999999999997E-2","4080686000","3448093000","2923063000",NA,"5163732000","71625000","329455000","0","-42456000","65942000","169911000","59706000","-240891000","-333638000",NA,"-333638000","-6362000","0",NA,"2157841000","3448093000","2022","Segal Consulting","0.18640000000000001","5.1400000000000001E-2","0.13500000000000001","198998142",NA,"0.45540000000000003",NA,"229617994","59706574","169911420","0.34499999999999997",NA,NA,"0.52300000000000002","0.13500000000000001","Range",NA,NA,"A: (1) Prior 9/1/17: greater of 3% of AC (Max: 96%) and $2200 p.m; (2) Post 9/1/17: greater of 2.5% of AC (max: 90%) and $2200 p.m. B: (1) 2.5% AC per year of service, max 90%. Min: $110, not greater than $2200","Yes","Percentage",NA,NA,"0.04","Yes","Yes",NA,"No","No","Yes","No","2.5000000000000001E-2","6.5000000000000002E-2","2.5000000000000001E-2","2.50% - 3.25%","Pg No 54","Pg No 55-56","Pre-retirement, Healthy annuitants and dependent spouses, Healthy Contingent Beneficiaries: Pub-2010","2010","Pre-retirement and Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: Scale MP-2019","Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: 1 year for females","Pre-retirement: 5 years for males","Level percent","25 years","EAN","6.5000000000000002E-2",NA,"6.5000000000000002E-2",NA,"2.2200000000000001E-2","-0.11459999999999999","3.5215952683382424E-3",NA,"2117978431","5158782340","3040803909","0.41060000000000002","436971384","37767160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-31267441",NA,NA,"82149248","52671723",NA,NA,NA,NA,"-4237706","192361707",NA,"58511749","No","NA","NA","NA","EAN","NA","228531000","169911000","58620000","0.74349213017052396","2117978000","5158782000","3040804000","0.41099999999999998","436971000","0.52298893976945837","NA","1806567341",0.350192611550556,"2.2200000000000001E-2","-0.11459999999999999",NA,"329187721","4449977","6361999",NA,"339999697","1891"
"301","Dallas Police and Fire Pension System",2023,"44927","44561","44926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Segal Consulting","0.19549999999999998","6.0400000000000002E-2","0.13500000000000001","215845468",NA,"0.46639999999999998",NA,NA,NA,NA,"0.34499999999999997",NA,NA,"0.54359999999999997","0.13500000000000001","Range",NA,NA,"A: (1) Prior 9/1/17: greater of 3% of AC (Max: 96%) and $2200 p.m; (2) Post 9/1/17: greater of 2.5% of AC (max: 90%) and $2200 p.m. B: (1) 2.5% AC per year of service, max 90%. Min: $110, not greater than $2200","Yes","Percentage",NA,NA,"0.04","Yes","Yes",NA,"No","No",NA,"No","2.5000000000000001E-2","6.5000000000000002E-2","2.5000000000000001E-2","3.00% - 7.25%","Pg No 50","Pg No 51","Pre-retirement, Healthy annuitants and dependent spouses, Healthy Contingent Beneficiaries: Pub-2010","2010","Pre-retirement and Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: Scale MP-2019","Healthy annuitants and dependent spouses, Healthy contingent beneficiaries: 1 year for females","Pre-retirement: 5 years for males","Level percent","25 years","EAN","6.5000000000000002E-2",NA,"6.5000000000000002E-2",NA,NA,NA,NA,NA,"2053388085","5249014813","3195626728","0.39119999999999999","462820226","88289836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45173648",NA,NA,"81440023","154822819",NA,NA,NA,NA,"64322738","195561863",NA,"61664659",NA,"NA","NA","NA","EAN","NA",NA,NA,"0",NA,"2053388000","5249015000","3195627000","0.39100000000000001","462820000","0","NA",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"1891"
"302","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3929000","1265000",NA,NA,NA,NA,NA,"FICA- 5%; Non FICA- 7%","Single Rate",NA,NA,"1/40th of final average monthly compensation multiplied by years of credited service, subject to limitations.","COLA","Ad hoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5000000000000006E-2",NA,"7.0000000000000007E-2",NA,NA,NA,NA,NA,NA,NA,"Level percent,Open","10 years","Frozen Initial Liability","8.5000000000000006E-2",NA,"8.5000000000000006E-2","5 years",NA,NA,NA,NA,"29389000","29465000","76000","0.995","19605000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2664000","2664000","0","Frozen Initial Liability","1","NA","NA","NA","NA","29389000","29465000","76000","0.995","19605000","NA","0.13588370313695486","29693000",1.00773799423044,NA,NA,NA,"151000","20000","94000","0","265000","374"
"303","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4183000","1404000",NA,NA,NA,NA,NA,"FICA- 5%; Non FICA- 7%","Single Rate",NA,NA,"1/40th of final average monthly compensation multiplied by years of credited service, subject to limitations.","COLA","Ad hoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5000000000000006E-2",NA,"7.0000000000000007E-2",NA,NA,NA,NA,NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","8.5000000000000006E-2",NA,"8.5000000000000006E-2","5 years",NA,NA,NA,NA,"35053000","30344000","-4709000","1.155","21342000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2779000","2779000","0","Entry Age Normal","1","NA","NA","NA","NA","35053000","30344000","-4709000","1.155","21342000","NA","0.13021272608002998","31669000",1.04366596361719,NA,NA,NA,"163000","122000","49000","0","334000","374"
"304","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4477000","1546000",NA,NA,NA,NA,NA,"FICA- 5%; Non FICA- 7%","Single Rate",NA,NA,"1/40th of final average monthly compensation multiplied by years of credited service, subject to limitations.","COLA","Ad hoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5000000000000006E-2",NA,"7.0000000000000007E-2",NA,NA,NA,NA,NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","8.5000000000000006E-2",NA,"8.5000000000000006E-2","5 years",NA,NA,NA,NA,"41228000","36698000","-4530000","1.123","24128000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2931000","2931000","0","Entry Age Normal","1","NA","NA","NA","NA","41228000","36698000","-4530000","1.123","24128000","NA","0.12147712201591512","37102000",1.01100877432013,NA,NA,NA,"244000","105000","67000","0","416000","374"
"305","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4875000","1696000",NA,NA,NA,NA,NA,"FICA- 5%; Non FICA- 7%","Single Rate",NA,NA,"1/40th of final average monthly compensation multiplied by years of credited service, subject to limitations.","COLA","Ad hoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08",NA,"4.3%-15.7%",NA,NA,NA,NA,NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08",NA,"0.08","5 years",NA,NA,NA,NA,"48893000","45204000","-3689000","1.0820000000000001","27930000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","3179000","3179000","0","Entry Age Normal","1","NA","NA","NA","NA","48893000","45204000","-3689000","1.0820000000000001","27930000","NA","0.11382026494808449","47515000",1.05112379435448,NA,NA,NA,"447000","48000","60000","0","555000","374"
"306","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"0.13070000000000001",NA,NA,"6.0000000000000001E-3","6.0000000000000001E-3",NA,"7630000","2003000",NA,NA,NA,NA,"0.13969999999999999","FICA- 5%; Non FICA- 7%","Single Rate",NA,NA,"1/40th of final average monthly compensation multiplied by years of credited service, subject to limitations.","COLA","Ad hoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08",NA,"4.3%-15.7%",NA,NA,NA,NA,NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08",NA,"0.08","5 years",NA,NA,NA,NA,"59711100","61335200","1624100","0.97399999999999998","33389200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","5627000","5627000","0","Entry Age Normal","1","NA","NA","NA","NA","59711000","61335000","1624000","0.97399999999999998","33389000","NA","0.16852855730929348","59069000",0.963055351756746,NA,NA,NA,"524000","235000","76000","0","835000","374"
"307","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","Cheiron","0.20069999999999999","0.13070000000000001","7.0000000000000007E-2","88200","2.3E-3","2.3E-3",NA,"7835800","2347600",NA,NA,NA,NA,"0.13600000000000001","7.0000000000000007E-2","Range",NA,NA,"2.5% of final average compensation for each year of credited service, up to 20 years, plus 3.5% of final average compensation for each year of credited service over 20 years","COLA","Ad hoc",NA,NA,NA,"No","No",NA,"No","No","No","No","3.7499999999999999E-2","0.08","3.7499999999999999E-2","4.3%-15.3%","Pg.no.39","Pg.no.39","Healthy Active Mortality: RP-2000; Healthy Inactive Mortality:  Group annuity mortality table","Healthy Active Mortality: 2000 ; Healthy Inactive Mortality: 1994",NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08","No","0.08","5 years","8.5000000000000006E-2","0.11700000000000001","1.1905232172459684E-3","No","72120400","72831800","711400","0.99","38342100","-323000",NA,NA,NA,NA,NA,NA,NA,NA,"-23000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"125000",NA,NA,NA,"-221000",NA,NA,NA,NA,NA,NA,NA,NA,"No","5488000","5488000","0","Entry Age Normal","1","NA","NA","NA","NA","72120000","72832000","712000","0.99","38342000","NA","0.14313285691930519","73413000",1.00797726274165,NA,NA,NA,"567000","153000","87000","0","807000","374"
"308","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Cheiron","0.20069999999999999","0.13070000000000001","7.0000000000000007E-2","201900","4.4999999999999997E-3","4.4999999999999997E-3",NA,"8657000","2876600",NA,NA,NA,NA,"0.13819999999999999","7.0000000000000007E-2","Range",NA,NA,"2.5% of final average compensation for each year of credited service, up to 20 years, plus 3.5% of final average compensation for each year of credited service over 20 years","COLA","Ad hoc",NA,NA,NA,"No","No",NA,"No","No","No","No","3.7499999999999999E-2","0.08","3.7499999999999999E-2","4.3%-15.3%","Pg.no.39","Pg.no.39","Healthy Active Mortality: RP-2000; Healthy Inactive Mortality:  Group annuity mortality table","Healthy Active Mortality: 2000 ; Healthy Inactive Mortality: 1994",NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08","No","0.08","5 years","9.9000000000000005E-2","0.157","9.0288806225423911E-4","No","87394500","89022300","1627800","0.98199999999999998","45059000","-1465000",NA,NA,NA,NA,NA,NA,NA,NA,"2646000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1181000",NA,NA,NA,NA,NA,NA,NA,NA,"No","5780000","5780000","0","Entry Age Normal","1","NA","NA","NA","NA","87395000","89022000","1627000","0.98199999999999998","45059000","NA","0.12827626001464745","93256000",1.04756127698771,NA,NA,NA,"715000","128000","84000","0","927000","374"
"309","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Cheiron","0.20069999999999999","0.13070000000000001","7.0000000000000007E-2","161900","3.3E-3","3.3E-3",NA,"9516300","3270200",NA,NA,NA,NA,"0.13700000000000001","7.0000000000000007E-2","Range",NA,NA,"2.5% of final average compensation for each year of credited service, up to 20 years, plus 3.5% of final average compensation for each year of credited service over 20 years","COLA","Ad hoc",NA,NA,NA,"No","No",NA,"No","No","No","No","3.7499999999999999E-2","0.08","3.7499999999999999E-2","4.3%-15.3%","Pg.no.39","Pg.no.39","Healthy Active Mortality: RP-2000; Healthy Inactive Mortality:  Group annuity mortality table","Healthy Active Mortality: 2000 ; Healthy Inactive Mortality: 1994",NA,NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08","No","0.08","5 years","7.2999999999999995E-2","-1.6E-2","9.5825585431310158E-4","No","102422600","103911100","1488500","0.98599999999999999","49327600","612000",NA,NA,NA,NA,NA,NA,NA,NA,"-851000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"-239000",NA,NA,NA,NA,NA,NA,NA,NA,"No","6246000","6246000","0","Entry Age Normal","1","NA","NA","NA","NA","102423000","103911000","1488000","0.98599999999999999","49328000","NA","0.12662179695102174","99974000",0.96211180721964,NA,NA,NA,"836000","267000","96000","0","1199000","374"
"310","Delaware - County & Municipal Police and Firefighters’ Pension Plans",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Cheiron","0.20069999999999999","0.13070000000000001","7.0000000000000007E-2","295000","5.3E-3","5.3E-3",NA,"15240200","3852600",NA,NA,NA,NA,"0.13900000000000001","7.0000000000000007E-2","Range",NA,NA,"2.5% of final average compensation for each year of credited service, up to 20 years, plus 3.5% of final average compensation for each year of credited service over 20 years","COLA","Ad hoc",NA,NA,NA,"No","No",NA,"No","No","No","No","3.7499999999999999E-2","0.08","3.7499999999999999E-2","4.3%-15.7%","Pg.no.39","Pg.no.39","Healthy Active Mortality: RP-2000; Healthy Inactive Mortality:  Group annuity mortality table","Healthy Active Mortality: 2000 ; Healthy Inactive Mortality: 1994","Using scale AA",NA,NA,"Level percent,Open","10 years","Entry Age Normal","0.08","No","0.08","5 years","3.1E-2","-0.14599999999999999","1.1213865303364566E-3","No","119711500","122572800","2861300","0.97699999999999998","55477800","5360000",NA,NA,NA,NA,NA,NA,NA,NA,"937000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"6297000",NA,NA,NA,NA,NA,NA,NA,NA,"No","12007000","12007000","0","Entry Age Normal","1","NA","NA","NA","NA","119712000","122573000","2861000","0.97699999999999998","55478000","NA","0.21642813367460975","98891000",0.806792686807046,NA,NA,NA,"1054000","177000","110000","0","1341000","374"
