"","plan_id","plan_name_hgarb","fye","vd","pmd","cmd","gasb_retirees","gasb_inactive_vest","gasb_inactive_nonvest","gasb_active","gasb_tot_members","seir_arr","seir_muni_pmd","seir_muni_cmd","seir_deplete","seir_pmd","seir_cmd","tpl","fnp","npl","funded_ratio_gasb68","gasb_payroll","pe_total","gasb_outflow","gasb_inflow","adec_pct_25","adec_paid_pct","adec_amt_from_gasb","adec_paid_amt_from_gasb","adec_missed_from_gasb","adec_pct_30","pe_service_cost","pe_interest_tpl","pe_current_changes","pe_expensed_difference_experience","pe_expensed_current_assumption","pe_employee_contribution","pe_projected_earnings","pe_expensed_difference_earnings","pe_admin_ex","pe_outflow","pe_inflow","pe_other","pe_total_calc","sensitivity_rate_100bp_down","sensitivity_rate_actual","sensitivity_rate_100bp_up","sensitivity_dollar_100bp_down","sensitivity_dollar_actual","sensitivity_dollar_100bp_up","service_life","apx_a_start_balance_51","apx_a_service_cost","apx_a_interest","apx_a_benefit_changes","apx_a_experience_diff","apx_a_assumption_changes","apx_a_employer_contribution","apx_a_employee_contribution","apx_a_invest_income","apx_a_benefit_payment","apx_a_refunds","apx_a_benefits_refunds","apx_a_admin_ex","apx_a_other_changes","apx_a_desc","apx_a_start_balance_66","apx_a_current_balance","cont_rate_fy","actuarial_firm","nc_total","nc_er","nc_ee","amo_total_amt","amo_total","amo_er","amo_ee","tot_total_amt","ee_total_amt","statutory_amt_er","statutory_pct_er","hc_er","hc_ee","er_total","ee_total","multiplier_basis","multiplier_min","multiplier_max","multiplier_text","cola","cola_benefit_type","actual_cola","min_cola","cola_benefit_max_pct","drop_current","drop_new_hire","soc_sec","health_care_funded_by_plan","db_hybrid","option_supp_dc","option_primary_dc","assum_inflation","assum_interest","assum_payroll_growth","assum_salary_growth","assum_termination_rate","assum_retirement_rate","assum_mortality_table","assum_mortality_table_year","assum_mortality_projecton_scale","assum_mortality_table_set_back","assum_mortality_table_set_forward","amo_method","amo_years","cost_method_valuation","assum_discount_rate","assum_variable_dr","assum_return_rate","smoothing","actuarial_return_from_valuation","market_return_from_valuation","admin_expense_pct","opeb_val","ava_from_valuation","aal_from_valuation","ual_from_valuation","funded_ratio_old_from_valuation","payroll_from_valuation","investment_experience","age_of_retirement_experience","disability_claim_experience_active","disability_claim_experience_inactive","disability_claim_experience_retired","disability_claim_experience_total","mortality_rate_experience_active","mortality_rate_experience_inactive","mortality_rate_experience_retired","mortality_rate_experience_total","survivor_claim_experience_active","survivor_claim_experience_inactive","survivor_claim_experience_retired","survivor_claim_experience_total","withdrawal_experience","salary_experience","payroll_experience","new_entrant_experience","rehire_experiennce","other_actuarial_experience","interest_smoothing","non_investment_actuarial_experience","nc_prior_year","actuarial_experience","benefit_changes","cola_gain_loss","pbi_gain_loss","legislative_changes","changes_to_methods_assumptions","interest_on_debt","other_interest","contribution_deficiency","opeb_cafr","arc","arc_paid","arc_missed","cost_method_funding","arc_pct","adec_amt_from_acfr","adec_paid_amt_from_acfr","adec_missed_from_acfr","adec_pct","ava_from_acfr","aal_from_acfr","ual_from_acfr","funded_ratio_old_from_acfr","payroll_from_acfr","adec_pct_reason","arcpct_payroll","mva","funded_ratio_mva","actuarial_return_from_acfr","market_return_from_acfr","gain_loss_tot","outflows_benefits","outflows_refunds","outflows_admin","outflows_other","outflows_total","short_hand_ppd","PlanFullName"
"11",890,"Massachusetts - Port Authority Employees Retirement System",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1482",NA,NA,NA,NA,NA,NA,NA,7731357,NA,NA,NA,NA,NA,"5%-9%",NA,NA,NA,NA,"COLA","Percentage",NA,NA,"3% per annum compounded annually on the first 12,000 of pension benefits",NA,NA,NA,NA,NA,NA,NA,"0.03","7.7499999999999999E-2",NA,"4.7500000000000001E-2",NA,NA,NA,NA,NA,NA,NA,"Level amounts, closed","20 years","Frozen Entry Age","7.7499999999999999E-2",NA,"7.7499999999999999E-2","5 Years",NA,NA,NA,NA,420800868,419271699,-1529169,"1.004","82540581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","5710000","5710000","0","Frozen Entry Age","1","NA","NA","NA","NA","420801000","419272000","-1529000","1.004","82541000","NA","6.9177741970657E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",890,"Massachusetts - Port Authority Employees Retirement System",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1759",NA,NA,NA,NA,NA,NA,NA,7980292,NA,NA,NA,NA,NA,"5%-9%",NA,NA,NA,NA,"COLA","Percentage",NA,NA,"3% on the first 13000 thousand annual pension",NA,NA,NA,NA,NA,NA,NA,"0.03","7.6249999999999998E-2",NA,"4.4999999999999998E-2",NA,NA,NA,NA,NA,NA,NA,"Level amounts, closed","20 years","Frozen Entry Age","7.6249999999999998E-2",NA,"7.6249999999999998E-2","5 Years",NA,NA,NA,NA,422998843,436468016,13469173,"0.96899999999999997","84044762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","9594000","9594000","0","Frozen Entry Age","1","NA","NA","NA","NA","422999000","436468000","13469000","0.96899999999999997","84045000","NA","0.11415313225058005","398507797",0.913028668768386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",890,"Massachusetts - Port Authority Employees Retirement System",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013/2014","Stone Consulting,inc","0.1883",NA,NA,"2031515",NA,NA,NA,NA,8247500,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $13,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.6249999999999998E-2",NA,"4.4999999999999998E-2","Pg.no.30","Pg.no.28","RP- 2000","2000","Using Scale AA",NA,NA,"Level. Closed amortization","10-20 years.","Frozen Entry Age","7.6249999999999998E-2","No","7.6249999999999998E-2","5 Years","2.8000000000000001E-2","0.13100000000000001",NA,"No",433408458,457937151,24528693,"0.94599999999999995","86729766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","11960000","11960000","0","Frozen Entry Age","1","NA","NA","NA","NA","433408000","457937000","24529000","0.94599999999999995","86730000","NA","0.13789922748760522","446851420",0.975792346982227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",890,"Massachusetts - Port Authority Employees Retirement System",2014,"41275",NA,"41820",686,61,NA,1230,1977,"7.6249999999999998E-2",NA,NA,NA,NA,"7.6249999999999998E-2","534321000","510634000","23687000","0.95599999999999996","90042000",2700000,0,25442000,0.132826903000822,0.132826903000822,"11960000","11960000",0,1,"12516000","38660000","0",NA,NA,"-9112000",NA,NA,"957000",NA,NA,NA,NA,"6.6250000000000003E-2","7.6249999999999998E-2","8.6249999999999993E-2","87728000","23687000","-30507000",NA,"505853000","12516000","38660000","0","0","0","11960000","9112000","65818000","-22707000",NA,"-22707000","-957000",NA,NA,"447408000","23687000",NA,NA,"0.16869999999999999",NA,NA,NA,NA,NA,NA,NA,8683605,NA,NA,NA,NA,NA,"5%-9%",NA,NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479181222,503474105,24292883,"0.95199999999999996","90979477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","11960000","11960000","0","1","479181000","503474000","24293000","0.95199999999999996","90979000","0.13145890809967134","NA","509994139",1.01295029932032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",890,"Massachusetts - Port Authority Employees Retirement System",2015,"42005","41820","42185",718,71,NA,1265,2054,"7.6249999999999998E-2",NA,NA,NA,"7.6249999999999998E-2","7.6249999999999998E-2","565905000","537696000","28209000","0.95","94340000",2200000,1771000,13735000,0.11814712741149,0.11814712741149,"11146000","11146000",0,1,"13056000","40956000","0",NA,NA,"-9628000",NA,NA,"1417000",NA,NA,NA,NA,"6.6250000000000003E-2","7.6249999999999998E-2","8.6249999999999993E-2","97711000","28209000","-25636000",NA,"534321000","13056000","40956000","0","1929000","0","11146000","9628000","32062000","-24357000",NA,"-24357000","-1417000",NA,NA,"510634000","28209000","2015/2016","Stone Consulting,inc","0.15609999999999999",NA,NA,"2755628",NA,NA,NA,NA,9188147,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $13,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.4999999999999997E-2",NA,"4.4999999999999998E-2","Pg.no.30","Pg.no.28-29","RP- 2000","2000","Using Scale BB",NA,NA,"Level. Closed amortization","8-20 years.","Frozen Entry Age","7.4999999999999997E-2","No","7.4999999999999997E-2","5 Years","8.8999999999999996E-2","6.3E-2",NA,"No",520740990,552644012,31903022,"0.94199999999999995","95475718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","11146000","11146000","0","1","520741000","552644000","31903000","0.94199999999999995","95476000","0.11674138003267837","NA","537695582",0.972951089670746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",890,"Massachusetts - Port Authority Employees Retirement System",2016,"42370","42185","42551",749,78,NA,1360,2187,"7.2499999999999995E-2",NA,NA,NA,"7.2499999999999995E-2","7.2499999999999995E-2","618537000","526622000","91915000","0.85099999999999998","99190000",15600000,47032000,0,0.10933561850993,0.10933561850993,"10845000","10845000",0,1,"14875000","41160000","0",NA,NA,"-9948000",NA,NA,"1189000",NA,NA,NA,NA,"6.25E-2","7.2499999999999995E-2","8.2500000000000004E-2","168310000","91915000","31768000",NA,"565905000","14875000","41160000","0","-1395000","24098000","10845000","9948000","-4572000","-26106000",NA,"-26106000","-1189000",NA,NA,"537696000","91915000","2016/2017","Stone Consulting,inc","0.16470000000000001",NA,NA,"4218914",NA,NA,NA,NA,9930232,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $13,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.2499999999999995E-2",NA,"4.4999999999999998E-2","Pg.no.31","Pg.no.29-30","RP- 2000","2000","Using Scale BB",NA,NA,"Level. Closed amortization","7-20 years.","Frozen Entry Age","7.2499999999999995E-2","No","7.2499999999999995E-2","5 Years","6.4000000000000001E-2","-8.3000000000000001E-3",NA,"No",549104708,596057447,46952739,"0.92100000000000004","102262879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","10845000","10845000","0","1","549105000","596057000","46953000","0.92100000000000004","102263000","0.10605008654156439","NA","526621766",0.88350907044125,NA,NA,NA,28430589,548846,"1189467","677051",30845953,NA,NA
"17",890,"Massachusetts - Port Authority Employees Retirement System",2017,"42736","42551","42916",749,78,NA,1360,2187,"7.2499999999999995E-2",NA,NA,NA,"7.2499999999999995E-2","7.2499999999999995E-2","651927000","563606000","88321000","0.86499999999999999","106444000",19700000,37298000,0,0.127315771673368,0.127315771673368,"13552000","13552000",0,1,"15920000","44961000","0",NA,NA,"-10660000",NA,NA,"1189000",NA,NA,NA,NA,"6.25E-2","7.2499999999999995E-2","8.2500000000000004E-2","166752000","88322000","23780000",NA,"618537000","15920000","44961000","0","2592000","-1479000","13552000","10660000","42565000","-28604000",NA,"-28604000","-1189000",NA,NA,"526622000","88321000","2017/2018","Stone Consulting,inc","0.16159999999999999",NA,NA,"4145831",NA,NA,NA,NA,10310981,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $13,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.2499999999999995E-2",NA,"4.4999999999999998E-2","Pg.no.31","Pg.no.29-30","RP- 2000","2000","Using Scale BB",NA,NA,"Level. Closed amortization","6-20 years.","Frozen Entry Age","7.2499999999999995E-2","No","7.2499999999999995E-2","5 Years","6.8000000000000005E-2","8.1500000000000003E-2",NA,"No",582816054,628806367,45990313,"0.92700000000000005","105659425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","13552000","13552000","0","1","582816000","628806000","45990000","0.92700000000000005","105659000","0.12826167198250976","NA","563605422",0.896310502762378,NA,NA,NA,31000590,1053876,"1148892","457563",33660921,NA,NA
"18",890,"Massachusetts - Port Authority Employees Retirement System",2018,"43101","42916","43281",779,72,NA,1404,2255,"7.2499999999999995E-2",NA,NA,NA,"7.2499999999999995E-2","7.2499999999999995E-2","683483000","648556000","34927000","0.94899999999999995","114385000",8800000,13869000,25390000,0.116816016086025,0.116816016086025,"13362000","13362000",0,1,"16419000","47341000",NA,NA,NA,"-11242000",NA,NA,"1149000",NA,NA,NA,NA,"6.25E-2","7.2499999999999995E-2","8.2500000000000004E-2","116065000","34927000","-31954000",NA,"651928000","16419000","47341000",NA,"-1474000","0","13362000","11242000","92226000","-30731000",NA,"-30731000","-1149000",NA,NA,"563606000","34927000","2018/2019","Stone Consulting,inc","0.155",NA,NA,"4415359",NA,NA,NA,NA,10787894,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $14,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.2499999999999995E-2",NA,"4.4999999999999998E-2","Pg.no.32","Pg.no.30-31","RP- 2000","2000","Using Scale BB",NA,NA,"Level. Closed amortization","5-20 years.","Frozen Entry Age","7.2499999999999995E-2","No","7.2499999999999995E-2","5 Years","7.7499999999999999E-2","0.16500000000000001",NA,"No",623436483,671450058,48013575,"0.92800000000000005","110221357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","13362000","13362000","0","1","623436483","671450058","48013575","0.92800000000000005","110221357","0.12122877420208136","NA","648555735",0.965903163269963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",890,"Massachusetts - Port Authority Employees Retirement System",2019,"43466","43281","43646",826,66,NA,1430,2322,"7.2499999999999995E-2",NA,NA,NA,"7.2499999999999995E-2","7.2499999999999995E-2","712597000","607677000","104920000","0.85299999999999998","114541000",22200000,51895000,2551000,0.113871888668686,0.113871888668686,"13043000","13043000",0,1,"16774000","49569000","-4891000",NA,NA,"-11559000",NA,NA,"1182000",NA,NA,NA,NA,"6.25E-2","7.2499999999999995E-2","8.2500000000000004E-2","188970000","104920000","35765000",NA,"683483000","16774000","49569000","-4891000","749000","0","13043000","11559000","-31212000","-33087000",NA,"-33087000","-1182000",NA,NA,"648556000","104920000","2019/2020","Stone Consulting,inc","0.15590000000000001",NA,NA,"2974509",NA,NA,NA,NA,11136466,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $14,000 of benefits.","No","No",NA,"No","No","No","No","0.03","7.2499999999999995E-2",NA,"4.4999999999999998E-2","Pg.no.36","Pg.no.34-35","RP- 2014","2014","Using Scale MP2018",NA,NA,"Level. Closed amortization","4-20 years.","Frozen Entry Age","7.2499999999999995E-2","No","7.2499999999999995E-2","5 Years","5.0200000000000002E-2","4.8300000000000003E-2",NA,"No",645818828,677247590,31428762,"0.95399999999999996","114017778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","13043000","13043000","0","1","645818828","677247590","31428762","0.95399999999999996","114017778","0.11439444118968886","NA","607676792",0.897274203663095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",890,"Massachusetts - Port Authority Employees Retirement System",2020,"43831","43646","44012",858,68,NA,1450,2376,"7.2499999999999995E-2",NA,NA,NA,"7.2499999999999995E-2","7.2499999999999995E-2","734985000","716200000","18785000","0.97399999999999998","119262000",13500000,9712000,47935000,0.100861967768443,0.100861967768443,"12029000","12029000",0,1,"17529000","51734000","0",NA,NA,"-12576000",NA,NA,"1216000",NA,NA,NA,NA,"6.25E-2","7.2499999999999995E-2","8.2500000000000004E-2","102414000","18785000","51964000",NA,"712597000","17529000","51734000","0","15000","-13789000","12029000","12576000","118235000","-33101000",NA,"-33101000","-1216000",NA,NA,"607677000","18785000","2020/2021","Stone Consulting,inc","0.16070000000000001",NA,NA,"4374996",NA,NA,NA,NA,12016741,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $14,000 of benefits.","No","No",NA,"No","No","No","No","2.75E-2","7.0000000000000007E-2",NA,"4.2500000000000003E-2","Pg.no.37","Pg.no.34-36","RP- 2014","2014","Using Scale MP2018",NA,NA,"Level. Closed amortization","3-20 years.","Frozen Entry Age","7.0000000000000007E-2","No","7.0000000000000007E-2","5 Years","6.7199999999999996E-2","0.19639999999999999",NA,"No",681448719,727919961,46471242,"0.93600000000000005","123193742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","12029000","12029000","0","1","681448719","727919961","46471242","0.93600000000000005","123193742","9.7642946830854449E-2","NA","716200538",0.983900121403595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",890,"Massachusetts - Port Authority Employees Retirement System",2021,"44197","44012","44377",872,74,NA,1517,2463,"7.0000000000000007E-2",NA,NA,NA,"7.2499999999999995E-2","7.0000000000000007E-2","789992000","819159000","-29167000","1.0369999999999999","128613000",11200000,30957000,83912000,0.113845412205609,0.113845412205609,"14642000","14642000",0,1,"17335000","53204000","0",NA,NA,"-13100000",NA,NA,"1152000",NA,NA,NA,NA,"0.06","7.0000000000000007E-2","0.08","62404000","-29167000","-106451000",NA,"734985000","17335000","53204000","0","5846000","15574000","14642000","13100000","113321000","-36952000",NA,"-36952000","-1152000",NA,NA,"716200000","-29167000","2021/2022","Stone Consulting,inc","0.1371",NA,NA,"3652997",NA,NA,NA,NA,10856315,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $14,000 of benefits.","No","No",NA,"No","No","No","No","2.75E-2","7.0000000000000007E-2",NA,"4.2500000000000003E-2","Pg.no.36","Pg.no.34-35","RP- 2014","2014","Using Scale MP2020",NA,NA,"Level. Closed amortization","2-20 years.","Frozen Entry Age","7.0000000000000007E-2","No","7.0000000000000007E-2","5 Years","9.9099999999999994E-2","0.15959999999999999",NA,"No",744137258,781431022,37293764,"0.95199999999999996","120734000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","14642000","14642000","0","1","744137258","781431022","37293764","0.95199999999999996","120734000","0.12127486871966471","NA","819159107",1.04828076175353,NA,NA,NA,48976000,NA,"1375000","1700000",52051000,NA,NA
"22",890,"Massachusetts - Port Authority Employees Retirement System",2022,"44562","44377","44742",930,70,NA,1431,2431,"6.7500000000000004E-2",NA,NA,NA,"7.0000000000000007E-2","6.7500000000000004E-2","835994000","920490000","-84496000","1.101","126887000",20100000,28380000,112118000,0.0921686224751157,0.0921686224751157,"11695000","11695000",0,1,"18994000","55140000","0",NA,NA,"-10905000",NA,NA,"1205000",NA,NA,NA,NA,"5.7500000000000002E-2","6.7500000000000004E-2","7.7499999999999999E-2","13481000","-84496000","-166921000",NA,"789992000","18994000","55140000","0","-463000","14881000","11695000","10905000","122486000","-42550000",NA,"-42550000","-1205000",NA,NA,"819159000","-84496000","2022/2023","Stone Consulting,inc","9.2700000000000005E-2",NA,NA,"7104399",NA,NA,NA,NA,10637704,NA,NA,NA,NA,NA,"5%-9%","Range",NA,NA,"1.45%-2.5% of the product of Benefit percentage, average pay and credited service. Max 80% of pay","COLA","Percentage",NA,NA,"3% pension adjustment to retirees for the first $14,000 of benefits.","No","No",NA,"No","No","No","No","2.75E-2","6.7500000000000004E-2",NA,"4.2500000000000003E-2","Pg.no.35","Pg.no.33-34","Pub-2010","2010","Using Scale MP-2021",NA,NA,"Level. Closed amortization","1-20 years.","Frozen Entry Age","6.7500000000000004E-2","No","6.7500000000000004E-2","5 Years","0.1147","0.1517",NA,"No",815123599,890344117,75220518,"0.91600000000000004","107625335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NA","NA","NA","Frozen Entry Age","NA","11695000","11695000","0","1","815123599","890344117","75220518","0.91600000000000004","107625335","0.1086640055522243","NA","920489896",1.03385857043856,NA,NA,NA,56002000,NA,"1437000","2369000",59808000,NA,NA
"23",894,"Massachusetts - Water Resources Authority Employees' Retirement System",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128385000,128385000,0,"1","65955000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","128385000","128385000","0","1","65955000","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",894,"Massachusetts - Water Resources Authority Employees' Retirement System",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141069000,141069000,0,"1","66322000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","141069000","141069000","0","1","66322000","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",894,"Massachusetts - Water Resources Authority Employees' Retirement System",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146188000,146188000,0,"1","66711000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","146188000","146188000","0","1","66711000","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
