"id","name","datatype","line_item_code","display_order","attribute_column_name","multiplier","weight","plan_attribute_master_id","data_source_id","attribute_category_id","attribute_type","calculated_rule","attributes_for_master","status_calculated"
"10872","SEIR: Year in which Fiduciary Net Position is Projected to be Depleted","int","seir_deplete",711,"seir_deplete","1",NULL,NULL,"3","403","static",NULL,NULL,NULL
"10873","SEIR at Prior MD","percentage4","seir_pmd",712,"seir_pmd","1",NULL,NULL,"3","403","static",NULL,NULL,NULL
"10874","SEIR for Current MD","percentage4","seir_cmd",713,"seir_cmd","1",NULL,NULL,"3","403","static",NULL,NULL,NULL
"10875","Total Pension Liability ","int_separated3","tpl",714,"tpl","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10876","Fiduciary Net Position","int_separated3","fnp",715,"fnp","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10877","Net Pension Liability","int_separated3","npl",716,"npl","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10878","GASB 67/68 Funded Ratio","percentage4","fundedratio_gasb68",717,"fundedratio_gasb68","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10879","Covered Payroll","int_separated3","gasb_payroll",718,"gasb_payroll","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10880","Pension Expense","int_separated3","pe_total",719,"pe_total","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10881","Deferred Outflows of Resources","int_separated3","gasb_outflow",720,"gasb_outflow","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10882","Deferred Inflows of Resources","int_separated3","gasb_inflow",721,"gasb_inflow","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10883","Actuarially Determined Employer Contribution (GASB 67/68)","percentage4","adec_pct",722,"adec_pct","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10884","Total ADEC Paid (GASB 67/68)","percentage4","adec_paidpct",723,"adec_paidpct","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10885","Actuarially Determined Employer Contribution (GASB 67/68)","int_separated3","adec_amt",724,"adec_amt","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10886","Total ADEC Paid (GASB 67/68)","int_separated3","adec_paidamt",725,"adec_paidamt","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10887","Total ADEC Missed (GASB 67/68)","int_separated3","adec_missed",726,"adec_missed","1",NULL,NULL,"3","404","static",NULL,NULL,NULL
"10889","PE: Service Cost at end of year","int_separated3","pe_servicecost",728,"pe_servicecost","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10890","PE: Interest on TPL","int_separated3","pe_interesttpl",729,"pe_interesttpl","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10891","PE: Current-period benefit term changes","int_separated3","pe_currentchanges",730,"pe_currentchanges","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10892","PE: Expensed portion of current period difference between expected and actual experience in the TPL","int_separated3","pe_expenseddifferenceexperience",731,"pe_expenseddifferenceexperience","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10893","PE: Expensed portion of current-period assumption changes","int_separated3","pe_expensedcurrentassumption",732,"pe_expensedcurrentassumption","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10894","PE: Employee contributions including service purchases","int_separated3","pe_employeecontribution",733,"pe_employeecontribution","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10895","PE: Projected earnings on plan investment","int_separated3","pe_projectedearnings",734,"pe_projectedearnings","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10896","PE: Expensed portion of current-period difference between projected and actual earnings on plan investments","int_separated3","pe_expenseddifferenceearnings",735,"pe_expenseddifferenceearnings","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10897","PE: Administrative expenses","int_separated3","pe_adminex",736,"pe_adminex","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10898","PE: Recognition of beginning Deferred Outflows of Resources","int_separated3","pe_outflow",737,"pe_outflow","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10899","PE: Recognition of beginning Deferred Inflows of Resources","int_separated3","pe_inflow",738,"pe_inflow","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10900","PE: Total Pension Expense","int_separated3","pe_totalcalc",739,"pe_totalcalc","1",NULL,NULL,"3","405","static",NULL,NULL,NULL
"10901","Sensitivity Analysis: 1% Decrease (Rate)","percentage4","sensitivityrate_100bpdown",740,"sensitivityrate_100bpdown","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10902","Sensitivity Analysis: Current Discount Rate (Rate)","percentage4","sensitivityrate_actual",741,"sensitivityrate_actual","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10903","Sensitivity Analysis: 1% Increase (Rate)","percentage4","sensitivityrate_100bpup",742,"sensitivityrate_100bpup","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10904","Sensitivity Analysis: 1% Decrease (Dollar)","int_separated3","sensitivitydollar_100bpdown",743,"sensitivitydollar_100bpdown","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10905","Sensitivity Analysis: Current Discount Rate (Dollar)","int_separated3","sensitivitydollar_actual",744,"sensitivitydollar_actual","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10906","Sensitivity Analysis: 1% Increase (Dollar)","int_separated3","sensitivitydollar_100bpup",745,"sensitivitydollar_100bpup","1",NULL,NULL,"3","406","static",NULL,NULL,NULL
"10907","Expected Remaining Service Life","#N/A","servicelife",746,"servicelife","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10909","Service Cost","int_separated3","apxa_servicecost",748,"apxa_servicecost","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10910","Interest","int_separated3","apxa_interest",749,"apxa_interest","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10911","Benefit Term Changes","int_separated3","apxa_benefitchanges",750,"apxa_benefitchanges","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10912","Differences Between Expected and Actual Experience","int_separated3","apxa_experiencediff",751,"apxa_experiencediff","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10913","Assumption Changes","int_separated3","apxa_assumptionchanges",752,"apxa_assumptionchanges","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10914","Employer Contributions","int_separated3","apxa_employercontribution",753,"apxa_employercontribution","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10915","Employee Contributions, Including Service Purchases","int_separated3","apxa_employeecontribution",754,"apxa_employeecontribution","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10916","Net Investment Income, Including Net Securities Lending Income","int_separated3","apxa_investincome",755,"apxa_investincome","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10917","Benefit Payments, Not Including Refunds","int_separated3","apxa_benefitpayment",756,"apxa_benefitpayment","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10918","Refund Payments","int_separated3","apxa_refunds",757,"apxa_refunds","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10919","Benefit Payments, Including Member Refunds","int_separated3","apxa_benefitsrefunds",758,"apxa_benefitsrefunds","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10920","Administrative Expenses","int_separated3","apxa_adminex",759,"apxa_adminex","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10921","Other Changes","int_separated3","apxa_otherchanges",760,"apxa_otherchanges","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10908","Balances at Prior MD","int_separated3","apxa_startbalance_assets",747,"apxa_startbalance","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10922","Other Changes, Notes Describing","text","apxa_desc",761,"apxa_desc","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10923","Changes at Current MD","int_separated3","apxa_currentbalance",762,"apxa_currentbalance","1",NULL,NULL,"3","407","static",NULL,NULL,NULL
"10924","Normal Cost, Total","percentage4","nc_total",763,"nc_total","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10925","Normal Cost, Employer","percentage4","nc_er",764,"nc_er","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10926","Normal Cost, Employee","percentage4","nc_ee",765,"nc_ee","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10927","Is a Normal Cost Breakdown Provided?","percentage4","nc_breakdown",766,"nc_breakdown","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10928","Amortization Payment, Total","percentage4","amo_total",767,"amo_total","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10929","Amortization Payment, Employer","percentage4","amo_er",768,"amo_er","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10930","Amortization Payment, Employee","percentage4","amo_ee",769,"amo_ee","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10931","Health Care Premium (ex. 401h), Employer","percentage4","hc_er",770,"hc_er","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10932","Health Care Premium (ex. 401h), Employee","percentage4","hc_ee",771,"hc_ee","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10933","DB Employer Contribution, Total","percentage4","er_total",772,"er_total","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10934","DB Employee Contribution, Total","percentage4","ee_total",773,"ee_total","1",NULL,NULL,"3","411","static",NULL,NULL,NULL
"10935","DB Multiplier, Single Rate or Range?","text","multiplier_basis",774,"multiplier_basis","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10936","DB Multiplier, Single Rate","text","multiplier_rate",775,"multiplier_rate","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10937","DB Multiplier Rate, Minimum","text","multiplier_min",776,"multiplier_min","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10938","DB Multiplier Rate, Maximum","text","multiplier_max",777,"multiplier_max","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10939","Sum of Age and Service Years at which Member Becomes Eligible for Full Benefits","text","rule_of_years",778,"rule_of_years","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10940","DB Multiplier Cap","text","multiplier_cap",779,"multiplier_cap","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10941","COLA or PBI Offered?","yesno","cola",780,"cola","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10942","COLA Benefit: Percentage Range, Percentage Maximum, CPI Anchor, Adhoc","text","cola_benefit_type",781,"cola_benefit_type","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10943","Maximum COLA","text","cola_benefit_max_pct",782,"cola_benefit_max_pct","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10944","DROP Offered to Current Actives and Retirees?","yesno","drop_current",783,"drop_current","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10945","DROP Available for New Hires?","yesno","drop_newhire",784,"drop_newhire","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10946","DROP Account Guaranteed Rate of Return","text","drop_guaranteedrate",785,"drop_guaranteedrate","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10947","Employees Are Covered by Social Security (Yes, No, Mix)","text","soc_sec",786,"soc_sec","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10948","Are Active Member Health Benefits Funded Thru Plan (ex. 401a, or health insurance supplement)","text","healthcare_fundedbyplan",787,"healthcare_fundedbyplan","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10949","DB Plan Associated With a Hybrid DC?","text","db_hybrid",788,"db_hybrid","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10950","Is there a Primary Benefit Defined Contribution Plan (i.e. not part of a hybrid, replaces any DB plan benefit) Available to Members?","text","option_primarydc",789,"option_primarydc","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10951","Is there a Supplemental Defined Contribution Plan (i.e. a 457 or 403b) Available to Members Through the Retirement System?","text","option_suppdc",790,"option_suppdc","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10952","If there is a Primary Defined Contribution Plan, is this the Default Retirement Plan for New Hires?","text","option_defaultdc",791,"option_defaultdc","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10953","If there is an Optional Primary Defined Contribution Plan (i.e. not the default), is Participation in this Benefit Mutually Exclusive from Participating in a Defined Benefit?","text","option_mutexcldc",792,"option_mutexcldc","1",NULL,NULL,"3","412","static",NULL,NULL,NULL
"10954","Inflation Rate Assumption","text","assum_inflation",793,"assum_inflation","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10955","Interest Rate Assumption","text","assum_interest",794,"assum_interest","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10956","Payroll Growth Assumption, Single Rate","text","assum_payrollgrowth",795,"assum_payrollgrowth","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10957","Payroll Growth Assumption, Lower Bound","text","assum_payrollgrowth_lowerbound",796,"assum_payrollgrowth_lowerbound","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10958","Payroll Growth Assumption, Upper Bound","text","assum_payrollgrowth_upperbound",797,"assum_payrollgrowth_upperbound","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10959","Salary / Wage Growth Assumption, Single Rate","text","assum_salarygrowth",798,"assum_salarygrowth","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10960","Salary / Wage Growth Assumption, Lower Bound","text","assum_salarygrowth_lowerbound",799,"assum_salarygrowth_lowerbound","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10961","Salary / Wage Growth Assumption, Upper Bound","text","assum_salarygrowth_upperbound",800,"assum_salarygrowth_upperbound","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10962","Separation / Termination Rate Assumption (if single value)","text","assum_terminationrate",801,"assum_terminationrate","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10963","Page Location of Separation / Termination Rate Assumption Table","text","assum_terminationpage",802,"assum_terminationpage","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10964","Retirement Rate Assumption (if single value)","text","assum_retirementrate",803,"assum_retirementrate","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10965","Page Location of Retirement Rate Assumption Table","text","assum_retirementpage",804,"assum_retirementpage","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10966","Is a Single Mortality Table Used for All Employees?","text","assum_single_mortality_table",805,"assum_single_mortality_table","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10967","Mortality Table","text","assum_mortality_table",806,"assum_mortality_table","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10968","Mortality Table Version Year","text","assum_mortality_table_year",807,"assum_mortality_table_year","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
"10969","Mortality Table Projection Scale","text","assum_mortality_projecton_scale",808,"assum_mortality_projecton_scale","1",NULL,NULL,"3","413","static",NULL,NULL,NULL
